Label,VoxelCount,Volume,SurfaceArea,MeanBreadth,Sphericity,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z
2166,50,50,82.946,6.917,0.495,362,369,509,518,6,11,365.200,511.900,8.160
2167,4130,4130,1880.902,34.859,0.290,1684,1725,558,598,4,20,1705.427,569.693,10.982
2168,337477,337477,33184.634,119.120,0.352,1593,1746,539,653,3,56,1668.193,595.126,28.718
2169,625,625,521.275,16.018,0.312,2038,2048,629,651,4,16,2043.157,638.154,8.968
2170,476499,476499,46579.492,167.838,0.254,0,119,651,881,6,61,38.195,761.021,32.389
2171,257,257,288.702,11.726,0.310,602,617,743,755,6,12,610.144,748.580,8.362
2172,297,297,358.654,13.129,0.216,615,633,747,759,6,11,623.434,751.902,8.199
2173,10927,10927,4199.431,49.197,0.182,976,1026,725,772,4,21,1004.218,752.880,11.419
2174,238183,238183,25655.856,101.693,0.380,1168,1282,690,800,4,56,1225.648,746.907,29.369
2175,544,544,406.322,13.012,0.499,1357,1372,754,767,4,15,1363.061,761.340,9.619
2176,9226,9226,3200.233,38.682,0.294,985,1025,765,808,0,18,1007.825,782.685,9.443
2177,10006,10006,4038.876,44.874,0.172,726,771,796,858,3,20,752.548,827.822,8.750
2178,327928,327928,37304.627,119.107,0.234,1743,1867,782,933,3,48,1809.901,852.421,25.169
2179,198,198,308.116,12.226,0.152,1801,1816,895,909,7,10,1808.364,901.323,8.606
2180,264,264,264.332,10.637,0.427,1721,1736,930,944,6,10,1728.288,935.939,7.886
2181,74,74,121.356,7.165,0.347,1387,1396,956,964,6,12,1390.649,959.189,8.595
2182,3845,3845,1728.481,30.236,0.324,1367,1402,981,1014,2,19,1385.174,998.913,11.083
2183,76343,76343,13559.381,80.061,0.264,410,502,975,1061,6,34,450.856,1022.599,16.014
2184,2214,2214,1248.751,26.253,0.285,690,718,1003,1027,4,19,705.645,1017.752,10.075
2185,352,352,316.085,12.239,0.444,1755,1770,1017,1026,8,19,1762.986,1021.895,12.938
2186,1498,1498,828.708,19.545,0.446,1460,1487,1023,1036,4,18,1474.308,1027.792,10.228
2187,32728,32728,7296.739,61.999,0.312,2017,2048,1125,1216,6,41,2038.402,1167.773,21.294
2188,23,23,43.716,4.118,0.716,595,600,1277,1281,7,11,597.435,1279.130,8.957
2189,32,32,59.747,4.962,0.543,728,733,1274,1280,8,13,730.000,1276.906,9.969
2190,3406,3406,1768.998,32.369,0.237,1783,1794,1274,1327,5,22,1788.268,1299.778,12.399
2191,32817,32817,8164.126,71.464,0.224,1780,1830,1416,1514,6,26,1804.096,1466.569,14.175
2192,1640,1640,971.378,23.351,0.332,602,641,1449,1466,6,16,621.244,1455.890,9.583
2193,262,262,343.534,16.332,0.191,2045,2048,1448,1478,7,16,2046.508,1461.355,10.935
2194,532271,532271,69029.144,233.219,0.097,1276,1474,1450,1689,6,39,1378.625,1567.491,19.487
2195,5235,5235,2701.834,45.128,0.157,1766,1797,1483,1538,6,22,1785.598,1515.516,12.217
2196,1950,1950,1159.865,24.822,0.276,1265,1287,1544,1570,5,19,1275.408,1554.339,10.738
2197,405,405,343.694,12.023,0.457,761,771,1604,1620,5,16,765.501,1612.625,10.289
2198,6,6,16.193,3.068,0.959,0,1,1861,1867,9,10,0.000,1863.500,9.000
2199,400529,400529,51085.460,175.490,0.136,765,931,1826,2045,4,35,831.176,1942.189,18.686
2202,521754,521754,43097.807,129.369,0.385,84,238,243,389,6,60,158.062,311.981,31.250
2203,431958,431958,83373.232,506.709,0.036,196,439,310,707,0,61,312.314,501.947,42.120
2204,1416,1416,824.020,19.391,0.405,656,681,475,497,6,17,665.636,485.097,11.542
2205,1110,1110,688.032,17.702,0.428,985,1005,490,508,7,18,995.263,498.976,11.682
2206,406,406,301.742,10.665,0.679,4,16,501,514,7,16,9.601,507.200,11.365
2207,1232,1232,743.805,17.651,0.417,1010,1025,512,535,6,17,1018.269,521.756,11.351
2208,205912,205912,22644.647,104.859,0.413,1170,1283,614,714,5,61,1231.997,663.672,32.007
2209,21328,21328,5885.712,55.145,0.252,713,764,683,749,6,28,738.802,713.209,14.950
2210,42950,42950,9569.286,67.270,0.238,667,753,706,772,7,26,705.924,740.880,15.459
2211,690,690,548.714,16.000,0.326,1275,1285,873,897,6,18,1278.839,884.543,10.107
2212,720581,720581,96653.125,315.707,0.065,29,329,841,1114,7,41,191.632,983.163,22.324
2213,6700,6700,2412.174,34.282,0.362,1625,1667,1000,1031,6,20,1644.744,1014.721,12.450
2214,4660,4660,1670.903,26.892,0.526,1120,1150,1023,1052,6,25,1137.516,1034.953,13.862
2215,488230,488230,38356.980,119.731,0.478,1254,1396,972,1108,4,61,1327.292,1037.951,30.986
2216,9823,9823,3055.365,36.456,0.383,486,514,1092,1145,7,22,501.792,1119.336,14.034
2217,1344,1344,807.247,19.127,0.388,1003,1023,1132,1155,6,18,1013.217,1143.077,11.113
2218,412453,412453,37003.214,122.501,0.380,1132,1292,1076,1200,6,53,1216.559,1137.893,27.402
2219,1492,1492,1294.070,35.588,0.116,604,647,1253,1283,4,15,632.757,1270.916,7.723
2220,165,165,204.089,10.398,0.362,511,515,1329,1347,8,15,513.061,1338.552,10.582
2221,956,956,594.033,15.609,0.493,1765,1777,1339,1360,6,17,1770.187,1349.156,10.725
2222,3700,3700,1549.257,26.269,0.416,1770,1795,1373,1401,4,20,1781.265,1385.826,11.128
2223,1996,1996,1005.757,20.688,0.443,524,542,1468,1496,7,18,532.685,1482.511,11.184
2224,36329,36329,8254.950,59.035,0.265,440,514,1472,1536,7,30,479.779,1507.317,15.862
2225,248433,248433,36105.021,144.101,0.148,1436,1580,1465,1658,6,33,1511.211,1555.487,19.415
2226,393060,393060,58318.664,206.220,0.088,181,365,1559,1850,7,41,272.727,1716.435,21.461
2227,16234,16234,5021.584,53.618,0.235,920,962,1665,1739,3,24,940.182,1706.458,12.499
2228,378,378,301.865,10.914,0.587,254,264,1780,1794,10,18,258.325,1787.111,13.672
2229,732649,732649,94674.317,294.290,0.072,1,244,1707,2043,7,41,117.902,1869.032,21.802
2230,147241,147241,26605.459,128.037,0.130,162,321,1919,2043,7,31,241.892,1984.781,17.174
2233,1317,1317,846.710,21.422,0.323,808,832,21,41,6,16,816.955,33.451,9.707
2234,338,338,315.759,12.335,0.410,1872,1887,149,162,11,18,1878.453,156.246,13.393
2235,361,361,358.386,14.634,0.320,1663,1681,159,173,10,16,1672.313,165.828,12.202
2236,69,69,103.282,6.704,0.489,2029,2038,194,199,8,15,2032.696,196.203,11.174
2237,663,663,545.191,19.664,0.307,693,718,238,262,8,17,704.890,251.704,10.084
2238,1368,1368,787.526,18.456,0.433,1394,1414,325,348,7,20,1403.344,335.407,12.324
2239,893,893,686.189,16.992,0.279,374,394,329,349,7,15,382.073,338.329,11.441
2240,278126,278126,27487.882,103.585,0.421,358,468,287,417,6,53,411.921,350.904,28.081
2241,263949,263949,28880.787,106.394,0.327,1601,1727,326,450,3,49,1663.362,385.114,26.913
2242,292,292,256.290,9.750,0.573,538,551,386,396,8,16,543.229,391.007,10.894
2243,1709,1709,1019.676,22.421,0.312,1566,1581,389,418,3,17,1573.756,403.995,9.894
2244,1419,1419,976.062,23.463,0.245,1442,1467,422,447,7,22,1453.153,433.174,13.479
2245,686,686,519.690,16.672,0.379,1451,1465,430,449,7,20,1457.908,438.799,12.163
2246,85,85,105.246,6.425,0.701,383,390,483,489,9,15,385.753,485.176,11.800
2247,4510,4510,1661.156,25.178,0.502,1448,1479,476,504,7,24,1461.720,490.547,14.214
2248,471937,471937,41821.571,128.686,0.344,1539,1703,431,561,4,61,1625.896,496.347,30.578
2249,301,301,278.496,11.246,0.474,990,1005,503,511,10,18,997.259,506.937,13.027
2250,496,496,369.956,12.622,0.549,1249,1266,503,515,7,17,1258.163,508.671,11.147
2251,30,30,51.176,4.395,0.759,763,766,520,526,10,15,764.600,522.433,11.967
2252,607,607,444.069,13.176,0.476,1843,1856,565,583,6,16,1848.397,573.386,11.043
2253,4179,4179,2052.356,34.372,0.228,1185,1234,547,577,3,19,1211.260,563.173,10.914
2254,141,141,178.253,8.958,0.397,796,802,571,585,8,13,798.589,577.525,10.348
2255,1213,1213,1079.019,30.095,0.132,246,261,568,616,7,18,253.415,587.963,9.981
2256,2545,2545,1468.316,30.615,0.231,1287,1331,608,628,4,17,1308.479,615.857,10.126
2257,3210,3210,1522.982,24.627,0.330,743,768,608,634,6,19,756.667,621.092,12.795
2258,3384,3384,1752.658,29.793,0.241,835,874,610,643,8,18,855.030,625.149,12.863
2259,3260,3260,1527.018,28.794,0.338,1003,1024,638,677,5,16,1013.025,657.556,10.870
2260,1875,1875,1037.565,22.192,0.356,936,961,643,664,5,17,947.911,653.373,11.299
2261,132,132,224.407,11.202,0.174,1604,1614,645,662,10,14,1608.288,654.788,11.417
2262,367,367,317.255,12.088,0.477,1654,1668,645,658,7,16,1660.477,651.638,11.221
2263,919,919,644.629,16.967,0.357,766,781,654,676,7,17,770.481,664.207,11.205
2264,1282,1282,811.484,19.202,0.348,1866,1889,663,684,8,18,1874.646,671.182,12.332
2265,6557,6557,2425.829,36.439,0.341,706,743,658,701,6,22,726.553,678.677,14.727
2266,1641,1641,1008.818,22.734,0.297,929,954,660,682,6,18,941.768,670.748,11.422
2267,7119,7119,2897.837,39.018,0.236,909,949,662,708,1,18,930.475,683.700,8.430
2268,3332,3332,1468.849,25.199,0.396,1322,1354,685,713,5,19,1338.261,699.383,11.115
2269,421,421,337.059,11.518,0.523,1188,1203,710,721,8,16,1193.496,714.969,11.622
2270,775,775,571.319,16.135,0.364,935,955,709,725,6,17,944.363,716.750,10.613
2271,427,427,406.068,14.775,0.308,1793,1814,738,752,7,15,1800.611,744.075,11.272
2272,2804,2804,1523.211,30.806,0.252,1336,1384,761,780,5,20,1359.152,771.386,11.926
2273,533,533,373.463,12.107,0.617,1264,1278,768,781,8,17,1272.152,773.422,11.642
2274,15743,15743,5848.658,60.898,0.140,888,964,766,812,6,23,926.850,783.667,12.141
2275,2144,2144,1328.113,26.712,0.222,1898,1926,776,807,6,21,1911.643,788.703,13.357
2276,487,487,409.706,14.030,0.390,1229,1251,788,802,8,16,1238.680,793.908,11.191
2277,118329,118329,21681.359,115.235,0.155,254,380,783,906,6,37,318.876,856.878,18.160
2278,364,364,316.280,11.367,0.474,1255,1271,803,815,7,12,1263.088,807.080,9.005
2279,696,696,466.112,13.677,0.541,399,417,815,831,8,15,406.483,823.507,10.447
2280,1431,1431,856.656,20.408,0.368,708,726,816,839,5,18,716.088,827.635,10.215
2281,2337,2337,1414.230,29.799,0.218,706,731,821,860,4,18,718.819,842.015,9.780
2282,3412,3412,1611.893,28.514,0.314,767,788,827,866,3,19,776.306,847.216,8.967
2283,6708,6708,3645.031,59.926,0.105,773,811,838,911,4,21,789.999,871.572,14.044
2284,9376,9376,3286.827,40.240,0.280,725,763,842,892,6,20,745.175,866.789,12.307
2285,1439,1439,852.338,18.607,0.378,1724,1747,879,901,5,16,1734.090,889.556,11.945
2286,458,458,450.172,15.479,0.260,2042,2048,903,926,6,19,2045.681,914.937,11.229
2287,7139,7139,3303.136,46.724,0.160,813,863,898,952,6,19,840.681,928.563,12.148
2288,592,592,511.171,15.854,0.297,1765,1780,973,993,7,14,1772.331,983.005,10.274
2289,1147,1147,690.416,17.677,0.452,1042,1059,974,996,8,21,1050.217,983.027,12.976
2290,1218,1218,962.383,26.596,0.188,1284,1319,974,993,7,18,1296.929,982.041,12.921
2291,3740,3740,2064.795,34.467,0.180,1346,1384,967,1003,7,21,1368.057,985.006,13.374
2292,5596,5596,2474.646,39.289,0.234,949,995,959,1004,7,22,971.491,979.798,12.263
2293,2703,2703,1656.242,33.574,0.182,1878,1906,973,1008,5,19,1890.666,990.338,12.645
2294,4981,4981,2286.747,34.566,0.235,882,930,979,1011,8,18,908.946,993.687,12.311
2295,2834,2834,1463.587,28.076,0.290,951,980,979,1015,4,19,963.748,996.156,11.693
2296,285,285,251.894,10.223,0.575,1250,1263,1017,1026,8,16,1256.558,1021.460,11.091
2297,527,527,400.303,13.404,0.490,497,513,1023,1033,6,17,505.389,1026.387,11.061
2298,446,446,369.850,13.208,0.445,665,686,1024,1031,7,16,675.888,1026.357,10.231
2299,1704,1704,1097.091,26.120,0.249,1087,1132,1023,1032,6,19,1107.204,1026.279,11.612
2300,385,385,346.032,12.819,0.405,1663,1677,1023,1030,4,19,1668.756,1025.761,10.912
2301,42,42,88.347,7.517,0.289,766,768,1047,1057,10,17,766.881,1051.881,14.000
2302,753,753,546.881,16.290,0.392,934,953,1062,1078,8,16,943.874,1068.781,12.163
2303,485,485,391.729,13.215,0.443,1383,1403,1071,1082,8,15,1392.604,1075.965,11.355
2304,1813,1813,1131.688,25.111,0.256,1831,1857,1059,1094,7,16,1843.739,1077.736,11.901
2305,1161,1161,731.992,17.587,0.389,989,1014,1120,1138,8,15,1002.252,1128.933,11.693
2306,7104,7104,2592.350,38.114,0.328,1106,1142,1121,1168,5,26,1126.198,1137.767,12.576
2307,149,149,218.968,11.498,0.239,1305,1321,1128,1138,8,14,1310.456,1132.765,10.651
2308,10,10,23.468,3.117,0.875,1304,1307,1135,1139,11,14,1305.000,1136.700,11.500
2309,1119,1119,766.130,21.925,0.315,767,777,1131,1166,6,17,771.268,1148.925,11.156
2310,1625,1625,841.492,18.645,0.501,1181,1203,1194,1214,7,18,1191.182,1202.407,11.535
2311,1086,1086,652.696,16.694,0.480,1171,1190,1205,1224,6,15,1180.442,1214.016,9.915
2312,7800,7800,3140.848,39.872,0.222,856,903,1197,1240,6,23,876.358,1214.817,13.367
2313,1783,1783,979.564,20.356,0.383,736,760,1242,1268,6,16,746.756,1254.573,10.702
2314,710,710,501.204,15.382,0.453,660,680,1279,1290,7,17,671.069,1282.958,12.421
2315,371643,371643,35173.378,117.817,0.359,1049,1199,1250,1363,5,59,1127.370,1304.188,28.783
2316,13381,13381,4856.303,55.640,0.177,584,642,1257,1312,3,26,619.813,1288.984,14.362
2317,3395,3395,1584.598,27.005,0.328,1861,1881,1295,1334,7,20,1870.948,1314.842,13.912
2318,1740,1740,949.215,21.342,0.400,1164,1185,1384,1411,5,19,1174.904,1396.628,12.902
2319,39,39,70.588,5.374,0.489,1531,1536,1419,1424,8,14,1533.128,1421.256,10.308
2320,1142,1142,731.640,18.575,0.377,515,534,1466,1486,7,19,522.976,1473.705,12.253
2321,1143,1143,821.475,21.382,0.267,508,520,1469,1499,7,20,513.996,1483.251,12.323
2322,710,710,485.619,14.701,0.498,504,513,1474,1495,7,18,508.413,1484.910,10.249
2323,11675,11675,3659.536,41.097,0.315,511,549,1492,1537,7,21,528.936,1514.893,12.337
2324,5965,5965,2616.488,39.489,0.225,695,743,1516,1540,3,23,720.422,1529.479,11.193
2325,464,464,398.121,16.291,0.386,494,514,1525,1538,7,17,508.000,1531.925,11.080
2326,1635,1635,895.696,19.049,0.421,1265,1289,1533,1546,7,20,1278.179,1539.264,13.366
2327,2553,2553,1252.414,24.815,0.375,516,547,1534,1553,8,21,530.940,1540.988,12.910
2328,356502,356502,48060.702,179.478,0.129,1747,1926,1490,1691,7,48,1838.855,1592.844,25.892
2329,111581,111581,21060.114,142.578,0.151,830,947,1533,1672,3,51,880.492,1591.017,29.095
2330,245872,245872,37175.645,153.863,0.133,1616,1779,1535,1667,7,34,1694.383,1602.977,18.617
2331,1584,1584,855.694,18.318,0.453,912,929,1592,1614,5,18,919.472,1601.976,10.782
2332,352,352,452.060,16.916,0.152,905,924,1648,1667,9,15,916.881,1657.668,11.423
2333,1505,1505,890.378,21.507,0.363,1009,1021,1648,1681,7,19,1015.229,1660.815,12.845
2334,349,349,301.363,11.184,0.503,766,774,1655,1667,7,19,768.756,1660.797,11.401
2335,610637,610637,90513.428,333.537,0.057,290,490,1397,1869,7,40,405.112,1623.662,21.189
2336,503210,503210,70585.339,246.509,0.081,361,556,1634,1949,7,40,467.734,1785.824,21.064
2337,57552,57552,11835.424,88.121,0.226,1022,1086,1692,1799,7,34,1055.514,1756.338,16.667
2338,90034,90034,16314.810,91.758,0.211,0,87,1829,1945,8,39,29.107,1884.007,20.090
2339,40358,40358,9595.063,69.637,0.209,895,980,1929,2012,7,24,934.340,1968.965,15.717
2341,14,14,31.253,3.697,0.726,251,254,2033,2038,11,14,252.571,2035.143,11.500
2342,740,740,761.206,22.433,0.140,235,263,2030,2046,8,18,249.431,2037.980,10.574
2346,1411,1411,996.560,24.353,0.228,1802,1832,150,171,7,20,1812.565,162.740,10.973
2347,1162,1162,751.535,19.935,0.360,426,453,496,513,9,21,437.141,506.387,14.599
2348,349,349,283.932,10.636,0.602,924,939,503,512,8,17,930.599,508.585,11.923
2349,74,74,102.497,6.445,0.575,969,979,508,512,10,15,974.095,509.608,11.716
2350,113905,113905,26776.142,192.807,0.076,329,537,429,550,6,57,452.968,503.015,28.032
2351,262572,262572,28020.470,104.521,0.354,787,894,478,609,6,51,839.397,539.736,28.410
2352,262704,262704,26045.235,101.238,0.442,373,494,510,623,7,57,436.209,566.477,30.703
2353,1671,1671,845.515,19.261,0.522,244,258,558,581,7,23,251.153,567.817,14.665
2354,1225,1225,786.556,18.575,0.349,733,750,602,628,7,18,740.360,615.273,12.541
2355,220,220,207.096,8.897,0.616,1001,1012,619,628,11,18,1005.764,622.736,13.264
2356,1377,1377,836.452,19.728,0.366,806,833,671,689,6,16,818.944,680.559,10.763
2357,13488,13488,4144.173,45.339,0.289,869,915,679,738,8,26,893.136,708.473,14.660
2358,1838,1838,1178.540,26.593,0.233,903,930,699,733,6,16,916.087,714.050,9.749
2359,6096,6096,2507.679,40.590,0.267,769,791,696,756,2,19,778.978,718.778,10.364
2360,30243,30243,7574.196,61.025,0.238,883,946,713,770,6,28,914.657,742.195,16.067
2361,4993,4993,2113.065,32.344,0.299,928,962,733,770,7,18,942.868,755.709,11.511
2362,449,449,533.031,21.490,0.151,1350,1382,760,769,7,17,1366.301,765.296,12.020
2363,208,208,196.316,8.661,0.647,982,992,768,777,9,15,986.240,771.231,12.106
2364,1073,1073,610.369,15.445,0.573,711,728,780,798,7,17,718.836,788.464,11.000
2365,134445,134445,31497.405,209.480,0.065,1228,1345,600,823,7,61,1290.952,741.052,44.187
2366,3550,3550,1658.042,26.934,0.313,904,936,807,842,7,18,920.292,822.852,11.817
2367,644,644,622.329,22.863,0.195,1274,1281,802,838,6,16,1277.641,818.418,11.387
2368,5111,5111,2045.335,31.319,0.345,1593,1628,825,858,7,23,1609.123,842.598,14.092
2369,1515,1515,882.760,20.388,0.377,915,939,824,849,8,16,927.598,836.902,11.494
2370,4041,4041,1819.176,27.682,0.307,901,936,854,884,6,16,919.745,867.946,10.842
2371,988,988,658.880,18.273,0.386,1266,1279,870,896,6,16,1272.540,881.895,11.137
2372,674,674,599.361,20.744,0.239,1020,1032,863,897,8,15,1024.335,880.693,9.954
2373,2038,2038,1033.525,20.513,0.425,1638,1660,911,937,8,20,1647.474,924.419,13.113
2374,4083,4083,1707.609,29.374,0.379,1864,1898,931,966,6,19,1880.584,949.500,13.016
2375,70,70,129.731,8.961,0.254,1534,1538,962,970,7,18,1535.057,965.371,13.643
2376,316,316,313.237,13.443,0.367,1274,1281,973,992,8,16,1277.443,982.734,11.750
2377,1021,1021,722.231,21.040,0.313,819,843,1023,1041,6,18,831.164,1032.002,11.252
2378,1072,1072,706.653,18.216,0.368,767,779,1061,1088,8,18,772.746,1072.302,11.885
2379,6191,6191,2603.244,37.400,0.246,1230,1278,1071,1108,6,26,1253.939,1090.774,14.422
2380,3195,3195,1469.899,24.656,0.364,1554,1585,1237,1261,8,20,1569.427,1249.314,14.123
2381,6325,6325,2433.133,35.469,0.314,1535,1587,1260,1283,7,19,1562.539,1271.143,13.269
2382,150,150,204.663,10.933,0.297,1405,1418,1279,1287,7,18,1409.473,1282.013,12.087
2383,8988,8988,3054.784,39.466,0.321,1345,1387,1345,1381,7,22,1367.192,1361.541,13.271
2384,2450,2450,1186.456,22.755,0.406,1511,1537,1380,1404,8,21,1527.064,1393.171,14.436
2385,2538,2538,1127.479,21.910,0.508,1774,1794,1390,1416,5,18,1784.779,1402.280,11.781
2386,551696,551696,71192.168,230.507,0.095,195,391,1330,1641,8,43,308.006,1451.395,24.143
2387,3197,3197,1435.254,25.991,0.391,495,514,1442,1477,8,20,504.931,1458.404,13.372
2388,4256,4256,1772.733,29.604,0.368,1539,1568,1460,1495,7,21,1555.542,1475.098,13.914
2389,176,176,232.849,11.115,0.277,1275,1282,1528,1537,7,20,1278.472,1532.074,13.102
2390,34,34,62.302,5.601,0.541,513,516,1532,1535,8,16,513.618,1533.235,11.471
2391,412,412,551.283,19.452,0.115,516,542,1530,1537,7,19,525.245,1533.485,12.840
2392,578,578,395.208,12.379,0.612,1112,1126,1559,1573,7,16,1118.189,1565.391,11.066
2393,312,312,263.698,10.390,0.600,1122,1134,1569,1580,8,15,1126.712,1574.064,11.532
2394,2606,2606,1301.560,25.416,0.348,1158,1178,1576,1613,7,19,1167.759,1592.404,11.285
2395,1205,1205,859.793,20.386,0.258,1136,1163,1600,1618,9,18,1149.268,1608.075,12.275
2396,7568,7568,3324.843,43.650,0.176,897,937,1590,1651,6,25,912.378,1618.978,14.314
2397,640,640,485.022,14.630,0.406,1010,1022,1668,1690,8,16,1016.558,1678.567,11.503
2398,674,674,490.146,15.754,0.436,1016,1026,1679,1701,7,17,1021.136,1690.344,11.444
2399,876525,876525,101055.830,308.714,0.084,0,209,1449,1833,8,45,89.858,1649.385,26.318
2400,444413,444413,68387.599,255.564,0.070,1140,1342,1613,1913,7,41,1256.833,1786.224,21.765
2401,17931,17931,4889.060,47.756,0.311,929,991,1921,1966,8,25,962.293,1940.002,16.024
2405,850,850,575.494,15.934,0.429,815,829,17,37,6,16,821.658,26.581,10.306
2406,32,32,59.995,5.374,0.536,750,757,72,79,13,15,752.219,75.156,13.406
2407,47,47,74.655,5.755,0.600,1017,1023,137,145,12,16,1019.936,139.936,13.489
2408,571,571,425.834,14.043,0.478,1806,1822,150,165,8,20,1813.457,155.881,13.415
2409,658,658,528.536,15.755,0.332,78,95,172,189,9,18,85.609,178.579,12.509
2410,276,276,256.086,9.914,0.513,1962,1974,172,184,9,15,1967.514,178.290,12.196
2411,230,230,246.519,10.296,0.399,2031,2042,193,206,9,15,2035.709,198.535,11.787
2412,23,23,43.071,4.304,0.749,20,26,256,260,12,15,22.000,257.000,13.087
2413,2089,2089,1215.056,24.906,0.275,141,173,251,275,6,20,155.417,261.316,12.808
2414,1138,1138,846.824,22.877,0.241,1502,1519,253,284,8,18,1510.921,264.137,12.053
2415,983,983,778.087,20.996,0.232,245,267,308,331,11,22,256.185,319.486,15.563
2416,52,52,87.803,6.856,0.452,1790,1796,347,356,13,17,1792.385,351.250,13.827
2417,341,341,289.137,10.720,0.544,336,351,354,365,10,16,343.903,359.481,13.067
2418,2565,2565,1406.951,25.637,0.267,5,35,388,419,8,19,19.204,400.437,13.614
2419,1830,1830,1109.182,23.431,0.278,396,428,414,438,8,18,411.328,423.618,12.860
2420,146,146,155.369,7.629,0.643,32,41,426,436,9,14,34.836,430.719,11.397
2421,8988,8988,4406.531,60.859,0.107,410,490,413,463,9,24,455.267,435.564,14.925
2422,473607,473607,40775.549,126.517,0.374,549,680,361,517,6,56,615.235,436.001,30.453
2423,409,409,341.798,11.981,0.474,482,499,444,458,9,16,489.829,450.499,11.985
2424,314,314,301.423,11.667,0.407,493,506,452,469,9,15,499.366,459.411,12.153
2425,279,279,262.427,10.391,0.487,832,844,502,513,9,16,836.082,508.029,11.849
2426,115,115,155.744,9.155,0.396,1274,1280,513,525,8,15,1277.565,516.426,12.130
2427,895,895,656.371,17.809,0.320,814,838,510,528,8,16,825.750,517.353,12.117
2428,356173,356173,32855.848,114.224,0.405,475,618,478,598,8,60,547.735,536.073,33.013
2429,55,55,116.872,9.218,0.214,2046,2048,532,548,8,15,2046.927,538.418,12.345
2430,17,17,40.189,5.109,0.504,381,387,537,545,13,14,383.529,540.529,13.000
2431,155112,155112,18150.999,89.419,0.455,1218,1322,561,637,7,54,1272.075,595.967,28.819
2432,513,513,827.904,24.305,0.052,785,804,581,613,9,18,794.940,595.058,12.992
2433,226,226,257.091,11.441,0.340,1702,1710,586,604,11,16,1706.376,595.270,12.248
2434,694,694,634.858,22.457,0.213,1018,1026,593,632,8,16,1021.357,613.398,11.850
2435,512,512,398.126,13.600,0.470,1449,1461,621,641,8,15,1454.887,631.139,11.016
2436,71,71,120.317,8.339,0.327,1021,1025,630,644,11,15,1022.254,636.437,12.704
2437,246,246,317.050,12.740,0.215,1606,1618,641,661,12,15,1611.402,650.955,13.321
2438,97,97,130.076,7.353,0.484,1275,1281,675,685,9,15,1278.031,680.443,12.155
2439,438270,438270,44175.946,140.246,0.252,1637,1816,640,770,7,53,1724.230,704.295,30.190
2440,13272,13272,4332.033,47.550,0.245,1336,1374,673,741,3,27,1357.294,704.963,15.318
2441,479,479,421.519,14.529,0.346,1376,1395,691,708,9,14,1386.002,700.704,11.585
2442,110,110,152.876,8.105,0.383,134,146,698,707,13,15,139.527,702.364,13.382
2443,99,99,119.776,6.722,0.645,1534,1541,736,744,10,15,1536.808,739.697,12.657
2444,4225,4225,2398.449,41.140,0.146,755,778,703,767,4,18,765.381,740.623,9.760
2445,547,547,385.415,11.883,0.591,957,971,752,766,9,16,963.523,759.293,12.378
2446,170,170,199.014,9.203,0.415,958,970,763,769,8,17,962.500,766.200,11.694
2447,88,88,161.251,9.702,0.209,1881,1893,765,771,10,16,1886.330,766.727,12.489
2448,95,95,125.668,7.350,0.514,1919,1928,767,775,11,17,1922.863,770.568,13.526
2449,96836,96836,17751.568,93.646,0.190,254,370,733,832,10,33,307.554,783.326,19.707
2450,507,507,391.471,13.253,0.485,1278,1289,781,798,8,17,1281.819,789.980,11.028
2451,80,80,127.792,8.423,0.347,1020,1025,797,810,10,15,1022.587,804.625,12.425
2452,242,242,302.995,16.990,0.238,1786,1795,805,834,10,17,1790.665,820.504,13.054
2453,818,818,615.453,16.763,0.325,510,519,845,870,7,19,513.372,854.661,13.604
2454,3303,3303,1752.388,33.005,0.229,1774,1793,832,885,4,16,1784.874,862.277,11.880
2455,7631,7631,3802.830,57.423,0.120,835,878,840,910,6,21,861.367,873.334,12.891
2456,1220,1220,715.144,17.408,0.460,892,911,872,892,7,16,901.773,881.435,11.942
2457,229,229,219.772,8.949,0.559,1786,1794,885,898,8,15,1789.559,891.384,11.074
2458,189,189,188.853,8.567,0.600,2036,2045,913,922,10,18,2040.720,916.862,13.397
2459,2307,2307,1228.710,24.478,0.324,808,838,913,941,7,16,824.266,925.176,11.897
2460,413,413,341.603,11.860,0.484,1760,1771,934,948,8,15,1765.036,940.789,10.734
2461,4788,4788,1875.249,28.846,0.393,1717,1750,927,960,8,20,1735.149,942.231,13.184
2462,1964,1964,928.895,19.913,0.544,925,943,950,975,3,16,933.257,961.697,9.965
2463,33,33,75.437,8.494,0.287,0,1,953,970,13,15,0.000,960.758,13.515
2464,2775,2775,1438.150,27.758,0.293,1364,1385,941,977,7,22,1374.411,961.034,13.968
2465,5226,5226,2581.565,41.013,0.180,1730,1779,943,978,8,18,1757.905,961.457,12.649
2466,368,368,339.612,13.890,0.391,1751,1766,966,980,8,15,1755.946,972.565,11.283
2467,1024,1024,746.515,19.029,0.285,870,890,969,996,10,16,877.890,981.957,12.946
2468,588,588,410.395,13.201,0.566,1922,1936,968,984,7,15,1928.884,976.850,10.963
2469,5674,5674,2249.043,34.548,0.320,1732,1766,971,1011,7,19,1747.275,990.182,12.720
2470,2140,2140,1124.360,21.519,0.364,1859,1880,971,1003,8,16,1868.867,987.249,11.459
