Label,VoxelCount,Volume,SurfaceArea,MeanBreadth,Sphericity,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z
34,468,468,423.803,14.744,0.325,576,589,2,24,0,5,583.058,12.169,1.115
36,1498,1498,1126.087,24.493,0.178,515,551,2,24,0,5,534.650,12.563,1.260
37,1798,1798,1300.212,26.260,0.166,547,581,3,25,0,7,562.910,14.040,1.448
38,2395,2395,1509.318,26.868,0.189,1814,1841,2,35,0,7,1829.399,14.931,1.830
39,559,559,533.766,15.001,0.232,1840,1857,4,23,0,4,1846.390,12.962,0.936
40,747,747,952.931,23.122,0.073,870,902,9,32,0,3,886.992,19.498,0.482
41,2083,2083,1416.338,28.752,0.173,1072,1098,10,49,0,7,1083.837,26.342,1.855
42,8668,8668,4748.190,54.533,0.079,509,589,7,57,0,8,548.534,31.957,1.929
44,308828,308828,28851.179,105.769,0.449,637,750,13,145,0,47,694.130,77.498,16.973
45,967,967,713.385,18.263,0.291,161,187,16,36,0,9,171.879,26.538,1.819
46,836,836,845.272,20.388,0.131,65,87,8,36,0,6,75.566,23.648,0.895
47,69054,69054,22364.527,112.853,0.048,468,576,4,180,0,14,517.448,103.924,3.032
48,2185,2185,1810.761,30.259,0.091,1086,1121,18,58,0,7,1102.145,35.211,1.257
49,1197,1197,796.540,19.625,0.321,239,262,22,45,0,9,251.939,30.250,2.266
50,303,303,348.208,15.084,0.246,1118,1144,20,32,0,5,1132.112,25.706,0.881
51,380,380,378.019,13.117,0.302,1744,1756,21,40,0,5,1749.263,29.118,0.945
52,272,272,353.499,12.923,0.189,644,658,23,43,0,4,650.989,31.048,0.607
53,870,870,843.748,22.770,0.143,1838,1857,22,53,0,4,1845.868,34.825,0.879
54,1602,1602,1714.091,33.987,0.058,432,476,11,46,0,5,450.555,30.540,0.732
55,860,860,692.260,19.409,0.252,1915,1937,23,47,0,8,1925.767,34.449,1.510
56,2741,2741,1414.572,25.765,0.300,1372,1403,25,56,0,8,1390.950,40.267,2.332
57,631,631,661.969,19.863,0.155,1005,1026,26,53,0,8,1017.796,40.582,1.208
58,2050,2050,1280.250,24.544,0.227,1819,1846,27,57,0,7,1832.225,42.704,1.878
59,309673,309673,27739.998,102.030,0.508,238,351,8,137,0,47,295.504,68.954,17.949
60,566,566,580.085,16.780,0.186,870,895,31,51,0,3,884.380,40.311,0.712
61,370893,370893,32654.379,113.269,0.447,139,256,24,168,0,45,199.129,89.173,17.316
62,786,786,778.615,21.985,0.148,430,465,34,51,0,6,444.276,43.648,0.983
63,17495,17495,6729.588,61.985,0.114,713,771,35,117,0,17,746.745,67.720,3.663
64,10758,10758,5685.314,55.934,0.071,900,974,31,93,0,10,938.284,64.328,2.062
65,5560,5560,3841.827,45.187,0.062,67,127,28,74,0,7,97.775,52.112,1.429
66,884,884,960.989,24.029,0.100,856,892,35,62,0,4,876.465,50.753,0.686
67,1248,1248,924.436,22.487,0.223,1211,1229,37,74,0,7,1218.292,54.535,1.511
68,4919,4919,3411.950,46.112,0.069,115,167,30,94,0,7,139.068,60.733,1.437
69,997,997,879.994,22.239,0.165,1730,1753,34,66,0,6,1743.184,49.972,1.084
71,129356,129356,23974.123,158.271,0.137,1962,2048,1,150,0,61,2019.444,75.094,30.540
72,1645,1645,1443.395,28.281,0.102,1109,1146,37,71,0,6,1127.389,54.529,1.018
73,1342,1342,1223.527,27.645,0.111,222,249,43,80,0,7,235.130,59.394,1.025
74,1395,1395,1282.103,28.356,0.104,1895,1924,45,82,0,6,1909.348,63.038,0.969
75,487086,487086,41369.905,129.107,0.379,1001,1157,16,159,0,44,1082.479,87.345,17.226
76,150768,150768,43649.506,197.389,0.031,514,686,32,277,0,16,587.936,180.906,4.069
77,377639,377639,33935.415,115.466,0.413,746,891,37,166,0,45,822.930,102.180,17.498
78,402866,402866,35468.628,119.386,0.411,1884,2019,51,193,0,48,1947.660,114.603,19.767
79,575,575,602.480,17.875,0.171,1612,1638,55,72,0,6,1623.249,63.203,1.042
80,317,317,366.283,17.441,0.231,2043,2048,58,89,0,6,2045.817,70.577,1.274
81,204,204,246.588,12.262,0.314,767,775,52,72,0,5,769.451,63.951,0.868
82,817,817,909.546,22.308,0.100,1139,1166,47,78,0,4,1151.901,63.082,0.663
83,2439,2439,1740.956,32.226,0.128,1819,1866,52,77,0,9,1837.682,63.740,1.738
84,128431,128431,31633.202,145.582,0.059,399,515,52,268,0,18,459.384,175.530,4.942
85,1209,1209,778.601,17.937,0.350,887,909,56,78,0,7,897.704,65.943,1.904
86,211,211,234.934,10.584,0.388,1741,1749,62,79,0,4,1744.758,68.355,0.938
87,2533,2533,2401.065,36.606,0.052,2002,2040,50,93,0,7,2023.644,70.591,0.956
88,426,426,463.026,19.087,0.207,2036,2045,57,88,0,6,2040.833,69.653,1.350
89,2438,2438,1863.963,34.169,0.104,843,892,44,78,0,8,864.119,61.001,1.382
90,767,767,762.067,22.758,0.150,1867,1890,66,96,0,6,1880.885,76.730,0.931
91,1887,1887,1500.371,31.471,0.119,1111,1150,56,91,0,7,1133.920,71.880,1.402
92,140896,140896,37632.029,152.597,0.042,259,420,46,237,0,17,350.490,159.072,4.305
93,1104,1104,1078.916,26.664,0.110,553,582,65,101,0,4,562.908,78.193,0.736
94,818,818,713.617,18.434,0.208,227,250,66,89,0,5,239.131,76.674,1.106
95,221,221,302.821,12.534,0.199,1526,1542,68,83,0,3,1532.887,75.158,0.407
96,303568,303568,29429.505,109.463,0.409,1600,1732,46,169,0,48,1663.458,102.753,19.253
97,298,298,345.811,12.749,0.243,1807,1823,72,91,0,4,1815.477,81.399,0.721
98,776,776,899.122,26.432,0.094,37,75,61,97,0,5,56.750,77.106,0.692
99,436909,436909,37138.552,121.446,0.421,13,160,39,175,0,48,92.907,107.070,18.875
100,301952,301952,29311.245,109.630,0.409,1795,1928,37,166,0,52,1860.544,97.108,21.284
101,777,777,848.633,19.811,0.112,565,592,68,92,0,3,577.538,81.893,0.634
102,526,526,479.333,14.508,0.284,1892,1909,74,95,0,6,1901.057,83.540,1.124
103,2100,2100,1502.079,29.637,0.147,1586,1616,65,110,0,8,1600.899,87.522,1.662
104,401,401,437.790,15.128,0.217,1191,1210,78,98,0,4,1200.377,88.362,0.786
105,938,938,910.104,19.568,0.132,1120,1144,80,104,0,4,1133.959,91.560,0.838
106,19019,19019,9702.583,78.134,0.045,1502,1604,72,144,0,11,1544.293,107.935,2.017
107,47174,47174,19554.356,134.315,0.034,1135,1256,73,244,0,11,1189.629,166.762,2.607
108,1212,1212,1034.794,23.157,0.150,1886,1911,84,117,0,7,1895.568,100.581,1.295
109,4592,4592,2495.329,38.706,0.153,858,905,75,118,0,12,877.395,97.202,2.531
110,207,207,296.565,12.175,0.186,1174,1191,81,95,0,3,1182.783,89.053,0.415
111,1468,1468,1295.857,25.936,0.112,230,252,81,121,0,6,242.196,98.651,1.071
112,1067,1067,931.203,22.116,0.159,139,157,84,118,0,5,146.309,101.846,1.089
113,526554,526554,43309.072,132.326,0.386,857,1018,55,206,0,47,942.537,130.282,17.847
114,749,749,727.039,21.141,0.165,1743,1776,91,111,0,4,1758.722,100.909,0.806
115,1635,1635,1377.332,28.077,0.116,558,585,89,128,0,4,572.739,106.204,0.998
116,759,759,769.821,21.712,0.143,1977,2008,86,110,0,5,1990.751,99.128,0.912
117,1353,1353,1135.292,23.269,0.141,1123,1148,102,129,0,7,1136.560,114.520,1.222
118,849,849,799.634,22.173,0.159,583,602,86,120,0,4,591.689,103.084,0.967
119,44086,44086,17406.239,107.507,0.042,1747,1838,88,236,0,12,1789.400,162.817,2.717
120,286,286,338.851,12.884,0.238,1971,1987,101,118,0,4,1978.108,109.591,0.678
121,184577,184577,23858.447,105.061,0.284,1956,2048,56,198,0,35,2016.994,133.462,11.902
122,1080,1080,1389.527,29.060,0.049,1720,1761,99,128,0,2,1741.312,112.844,0.365
123,370,370,362.007,12.471,0.326,579,591,103,122,0,3,583.976,113.597,0.811
124,7101,7101,4563.989,57.391,0.060,975,1026,87,171,0,8,1002.834,133.582,1.638
125,153,153,215.048,10.554,0.266,0,7,115,133,0,5,1.837,123.817,0.641
126,640,640,628.911,19.297,0.186,3,19,114,144,0,6,11.644,128.339,0.981
127,1580,1580,1599.932,33.896,0.069,1562,1596,118,166,0,5,1579.931,135.749,0.824
128,509,509,568.642,16.457,0.159,711,733,109,132,0,5,723.208,121.428,0.739
129,201,201,269.356,11.145,0.234,1734,1752,122,133,0,2,1742.254,127.095,0.413
130,682,682,622.161,16.373,0.218,233,249,123,150,0,5,240.545,135.915,1.060
131,235014,235014,65086.686,258.898,0.023,1444,1616,123,475,0,17,1524.927,323.383,4.043
132,203,203,323.628,12.141,0.138,1722,1736,127,142,0,2,1729.266,135.044,0.222
133,346,346,380.680,13.533,0.245,1676,1689,124,145,0,4,1682.480,135.029,0.890
134,3466,3466,2741.239,40.146,0.066,138,184,113,167,0,8,158.631,137.210,1.331
135,2477,2477,1893.950,30.336,0.102,847,879,115,157,0,7,862.803,138.053,1.388
136,132,132,201.139,10.680,0.242,1529,1545,136,148,0,2,1535.682,141.068,0.326
137,3154,3154,1986.508,36.250,0.144,673,719,125,160,0,8,697.958,144.915,1.887
138,2092,2092,1511.683,26.618,0.143,1101,1139,129,154,0,8,1121.321,142.172,1.514
139,342,342,367.814,14.931,0.266,1022,1034,132,154,0,6,1025.687,141.851,1.661
140,2138,2138,1574.626,30.533,0.132,1875,1908,107,151,0,7,1889.355,129.268,1.407
141,2382,2382,1676.966,32.260,0.136,1578,1610,117,161,0,6,1596.678,140.555,1.416
142,647,647,604.732,21.689,0.214,1015,1028,130,164,0,6,1019.719,146.692,1.484
143,752917,752917,126353.296,597.047,0.032,704,1105,61,367,0,61,904.631,195.417,30.637
144,892,892,714.214,19.650,0.247,1027,1047,136,162,0,7,1034.172,146.548,1.497
145,1004,1004,1158.369,25.532,0.073,1735,1763,125,158,0,3,1748.597,142.981,0.498
146,64949,64949,11434.077,80.192,0.319,0,28,96,231,0,41,9.269,158.026,17.892
147,343673,343673,33943.635,117.519,0.342,1674,1829,78,194,0,49,1756.700,136.476,20.509
148,513,513,560.201,18.403,0.169,1032,1058,142,164,0,5,1045.363,151.435,0.797
149,733,733,634.352,16.922,0.238,1049,1069,145,165,0,6,1058.925,153.759,1.246
150,254,254,288.994,11.297,0.302,1834,1847,144,157,0,4,1839.760,151.736,0.720
151,594,594,567.374,15.769,0.218,1139,1160,147,169,0,5,1150.483,155.167,0.985
152,565,565,453.831,15.106,0.386,1599,1617,141,160,0,6,1606.556,151.074,1.704
153,793,793,933.971,31.637,0.087,1725,1764,146,173,0,5,1748.632,158.503,0.724
154,1999,1999,1484.471,29.953,0.138,1892,1913,129,180,0,5,1902.301,155.202,1.311
155,1243,1243,1112.256,31.066,0.127,16,31,142,197,0,7,23.232,167.319,1.167
156,30429,30429,14547.372,106.391,0.034,807,912,136,256,0,9,858.525,204.744,1.967
157,7039,7039,3419.010,45.486,0.140,1860,1913,136,195,0,9,1885.526,166.112,2.453
158,351,351,439.319,15.199,0.164,217,236,144,164,0,4,228.516,153.131,0.607
159,79151,79151,29735.110,127.052,0.027,25,144,139,308,0,13,77.700,226.150,2.722
160,821,821,820.480,20.702,0.138,643,675,148,166,0,6,656.564,155.593,1.116
161,2873,2873,1949.653,36.163,0.126,1063,1105,140,181,0,9,1079.089,156.288,1.994
162,1588,1588,1203.179,22.815,0.164,1147,1177,151,184,0,6,1164.084,164.588,1.351
163,340030,340030,82133.368,271.284,0.024,1551,1748,140,511,0,19,1634.782,327.640,4.617
164,260,260,339.265,14.017,0.196,1525,1538,150,169,0,2,1530.373,159.815,0.412
165,394196,394196,32443.920,111.694,0.515,1088,1213,121,254,0,51,1151.239,185.408,22.585
166,3460,3460,2089.138,34.403,0.148,1844,1875,146,197,0,8,1858.459,169.233,1.784
167,48,48,85.948,6.693,0.410,1532,1541,164,172,0,2,1536.375,167.917,0.250
168,370,370,490.333,14.894,0.131,714,735,161,178,0,3,724.438,169.403,0.386
169,4012,4012,3306.909,43.792,0.050,167,234,149,189,0,6,202.094,168.402,1.088
170,351257,351257,33714.469,118.255,0.364,626,763,134,280,0,40,694.063,196.959,17.469
171,1009,1009,1104.796,25.365,0.085,1373,1398,150,185,0,3,1385.720,169.665,0.581
172,800,800,666.033,17.007,0.245,1743,1763,164,185,0,5,1753.459,172.091,1.129
173,341374,341374,27912.364,100.127,0.606,985,1101,143,257,0,53,1045.547,200.084,20.708
174,583,583,649.488,16.616,0.140,1213,1234,156,181,0,3,1221.547,169.648,0.624
175,2604,2604,1752.931,31.429,0.142,1826,1855,156,197,0,8,1839.940,175.246,1.815
176,193315,193315,41286.191,155.634,0.060,106,312,172,345,0,18,226.263,270.727,5.187
177,465,465,455.040,16.219,0.260,1941,1963,169,189,0,6,1952.613,178.191,1.118
178,37,37,61.267,4.912,0.673,511,514,177,182,0,5,511.784,179.135,1.784
179,75,75,131.558,10.195,0.279,511,518,179,194,0,4,512.907,184.013,0.680
180,949,949,773.001,19.615,0.221,1079,1100,171,198,0,6,1088.400,183.609,1.371
181,287,287,354.459,13.285,0.209,1532,1546,171,190,0,4,1537.000,179.394,0.554
182,1707,1707,959.811,22.440,0.373,1939,1970,176,199,0,9,1955.302,186.330,2.964
183,369,369,361.805,14.963,0.325,1527,1535,170,194,0,5,1530.043,183.743,1.360
184,3125,3125,2713.923,37.091,0.055,1862,1912,179,222,0,5,1890.308,197.721,0.885
185,669,669,680.661,26.491,0.161,512,525,179,227,0,5,517.824,197.152,1.084
186,1287,1287,1035.016,20.363,0.169,1223,1249,171,197,0,5,1234.869,185.699,1.227
187,820,820,1064.393,24.429,0.063,1343,1374,172,202,0,2,1358.540,187.627,0.355
188,36473,36473,8807.144,70.535,0.220,2009,2048,182,304,0,21,2035.666,247.239,6.594
189,10933,10933,5885.369,53.844,0.066,1356,1424,172,235,0,8,1394.604,207.334,1.805
190,150,150,297.214,11.741,0.097,1325,1343,191,204,0,2,1333.127,197.233,0.007
191,1003,1003,846.975,22.305,0.187,1243,1261,173,208,0,6,1252.160,191.848,1.202
192,11508,11508,3812.060,47.448,0.270,1906,1948,187,247,0,18,1924.757,206.561,5.145
193,3598,3598,2226.646,39.730,0.133,1999,2036,190,244,0,12,2016.952,206.481,2.559
194,1262,1262,1212.656,26.006,0.101,1419,1449,186,223,0,4,1430.563,205.744,0.734
195,221,221,389.705,15.691,0.093,1942,1955,196,221,0,3,1946.968,206.086,0.181
196,3298,3298,2877.454,44.610,0.052,764,807,189,254,0,6,783.476,219.570,0.922
197,39001,39001,19299.286,131.084,0.024,647,782,171,328,0,10,711.754,256.618,2.118
198,1015,1015,898.094,20.575,0.161,708,732,187,216,0,5,720.932,204.547,0.956
199,208,208,287.075,15.567,0.207,511,515,194,224,0,4,512.779,207.822,0.591
200,1595,1595,1205.149,24.283,0.164,1304,1327,189,224,0,7,1313.679,209.462,1.531
201,240,240,314.929,12.463,0.209,221,239,207,220,0,3,230.579,213.338,0.475
202,39106,39106,15752.855,103.340,0.044,1242,1346,176,314,0,11,1287.678,241.796,2.480
203,474496,474496,40700.663,126.992,0.378,1780,1946,153,286,0,47,1865.063,218.444,20.155
204,1144,1144,880.795,19.929,0.217,1321,1340,203,228,0,5,1329.710,217.059,1.413
205,1742,1742,1525.752,29.590,0.097,1337,1368,197,235,0,4,1350.286,215.187,0.888
206,743,743,818.571,20.402,0.114,1106,1138,203,225,0,4,1120.503,214.888,0.631
207,411935,411935,75077.695,253.599,0.045,383,586,214,542,0,23,492.990,379.173,6.120
208,1206,1206,1034.254,27.217,0.149,1411,1455,214,232,0,7,1428.408,223.781,1.276
209,150,150,198.815,9.257,0.324,1787,1799,223,233,0,5,1791.560,226.853,1.093
210,1128,1128,877.498,20.495,0.213,984,1012,219,247,0,6,1000.118,232.559,1.394
211,32404,32404,15278.354,108.464,0.033,1050,1186,191,301,0,9,1126.507,247.848,2.172
212,149871,149871,29550.033,127.337,0.098,267,408,220,377,0,17,337.820,300.968,5.794
213,7124,7124,3443.140,45.964,0.141,1424,1480,214,263,0,10,1455.301,239.931,2.502
214,2992,2992,1859.953,32.361,0.157,1892,1930,222,260,0,8,1910.684,241.213,1.867
215,374,374,406.023,13.375,0.236,804,818,230,247,0,5,810.599,237.832,0.963
216,763,763,793.951,21.420,0.132,128,144,220,254,0,4,135.775,236.864,0.723
217,692,692,636.210,16.186,0.210,1755,1776,235,252,0,5,1765.327,242.371,1.040
218,1360,1360,972.242,23.425,0.228,1783,1810,234,261,0,8,1794.382,245.878,2.001
219,569,569,485.816,13.961,0.319,1774,1789,236,254,0,7,1781.504,243.757,1.309
220,999,999,912.730,24.399,0.148,850,883,232,259,0,3,865.330,245.398,0.846
221,409654,409654,34785.793,121.415,0.451,912,1046,186,337,0,52,976.454,267.340,20.467
222,692077,692077,92760.180,420.232,0.068,1277,1633,141,353,0,61,1437.711,241.897,33.346
223,381821,381821,73990.416,251.467,0.041,531,836,239,514,0,21,662.922,405.170,5.745
224,1066,1066,881.217,20.075,0.188,1000,1024,235,264,0,5,1013.503,247.276,1.227
225,207,207,233.938,10.094,0.379,126,139,246,260,0,4,131.396,251.609,0.850
226,848,848,687.536,22.366,0.250,1014,1045,247,267,0,10,1028.863,253.722,2.289
227,287,287,311.215,13.967,0.309,817,840,253,261,0,3,828.206,255.679,0.993
228,233,233,254.834,11.729,0.371,837,853,252,263,0,3,844.189,256.185,0.850
229,173,173,207.863,11.123,0.377,861,879,253,262,0,3,869.058,255.335,0.931
230,267,267,323.438,12.313,0.238,1458,1476,253,264,0,5,1467.610,257.311,0.745
231,44,44,90.805,9.143,0.292,1780,1794,254,262,0,2,1788.045,255.818,0.136
232,204,204,243.403,11.658,0.326,850,865,252,264,0,3,856.338,256.191,0.750
233,738,738,854.749,24.784,0.099,1388,1424,243,265,0,6,1409.121,254.346,0.786
234,47,47,97.607,7.610,0.269,1817,1830,254,260,0,2,1822.064,256.213,0.085
235,1547,1547,1009.677,21.574,0.263,1882,1911,252,276,0,8,1897.549,263.955,2.003
236,162872,162872,45584.843,201.983,0.032,1165,1390,238,419,0,16,1264.039,335.859,3.737
237,491,491,439.309,13.655,0.322,1799,1818,252,270,0,6,1808.678,259.690,1.161
238,1146,1146,1104.089,28.725,0.110,807,838,255,294,0,5,818.693,269.785,0.873
239,566,566,567.109,15.757,0.199,854,877,258,275,0,3,865.408,264.631,0.825
240,213865,213865,56956.986,202.207,0.028,873,1072,248,519,0,17,964.340,385.682,4.119
241,1493,1493,1013.999,23.595,0.242,1016,1043,254,278,0,10,1030.705,264.239,2.175
242,31772,31772,14668.754,90.993,0.036,1013,1110,251,358,0,10,1061.196,303.999,2.167
243,880,880,725.854,18.185,0.229,1387,1412,258,278,0,6,1399.578,265.753,1.302
244,647,647,532.587,16.964,0.313,1234,1256,258,275,0,4,1242.003,264.380,1.410
245,354,354,370.519,13.429,0.279,824,839,258,275,0,3,829.576,264.847,0.850
246,299,299,304.381,11.544,0.359,1243,1256,260,275,0,4,1249.803,268.936,0.940
247,376087,376087,34010.068,119.418,0.407,1705,1866,233,350,0,50,1784.113,286.840,20.494
248,996,996,933.266,20.768,0.138,829,857,260,286,0,3,841.873,271.944,0.769
249,681,681,676.953,20.036,0.169,1882,1901,271,298,0,6,1890.909,281.893,0.959
250,3895,3895,2884.031,46.813,0.072,1807,1857,260,322,0,9,1826.018,283.994,1.453
251,505,505,548.139,16.240,0.175,1385,1401,270,292,0,4,1391.667,281.925,0.754
252,322172,322172,28333.509,104.486,0.516,1387,1519,231,337,0,50,1454.322,284.446,20.611
253,475232,475232,45850.723,143.296,0.265,1884,2040,178,354,0,40,1964.674,266.842,14.456
254,99024,99024,25158.202,123.623,0.070,759,890,262,412,0,17,825.912,345.375,4.517
255,328946,328946,54718.418,276.353,0.075,1800,2012,144,379,0,61,1918.706,260.781,31.822
256,5534,5534,3013.122,39.246,0.127,1480,1512,267,333,0,8,1498.404,298.406,2.007
257,3604,3604,2431.057,36.613,0.102,829,880,266,304,0,5,859.727,288.972,1.271
258,284,284,333.729,13.932,0.245,1689,1711,288,301,0,5,1700.838,293.553,0.824
259,46994,46994,11107.587,92.681,0.182,1970,2048,268,365,0,27,2023.485,319.322,10.523
260,270591,270591,42197.164,161.562,0.110,16,186,295,493,0,26,101.977,380.270,8.385
261,1051,1051,802.320,19.182,0.242,1160,1179,290,321,0,6,1169.832,304.522,1.309
262,978,978,685.030,17.620,0.337,1260,1281,294,315,0,7,1269.574,304.315,1.736
263,62224,62224,18441.123,136.083,0.070,0,58,300,529,0,18,15.548,404.691,5.840
264,446,446,511.581,16.727,0.168,1005,1023,296,321,0,4,1015.628,308.850,0.751
265,5569,5569,3380.383,47.038,0.091,1694,1740,287,345,0,8,1716.969,317.760,1.922
266,405,405,509.984,18.049,0.140,1881,1894,294,324,0,4,1886.138,308.378,0.494
267,1259,1259,968.212,22.640,0.198,1386,1406,291,322,0,8,1395.042,307.979,1.522
268,869,869,982.716,28.108,0.090,270,304,286,327,0,4,285.879,308.803,0.628
269,395681,395681,57486.516,250.294,0.093,700,933,272,414,0,61,799.490,343.227,33.411
270,1017,1017,946.445,23.365,0.138,748,768,294,333,0,6,757.767,313.949,0.960
271,908,908,971.201,22.379,0.102,986,1016,303,327,0,5,1002.595,318.028,0.801
272,112132,112132,36223.418,148.246,0.030,1066,1217,308,503,0,17,1146.229,403.894,3.201
273,1006,1006,1103.707,23.982,0.085,220,257,320,342,0,4,239.980,328.530,0.618
274,46630,46630,15972.694,89.458,0.060,1369,1504,314,395,0,14,1430.193,352.223,3.169
275,918,918,683.817,17.652,0.298,970,994,317,335,0,8,981.656,327.468,1.966
276,835,835,726.649,19.316,0.206,1727,1752,320,344,0,6,1739.265,332.545,1.181
277,1357,1357,1115.804,22.861,0.150,258,284,321,351,0,6,269.177,333.706,1.147
278,172,172,242.594,12.627,0.234,249,259,327,347,0,4,255.500,335.343,0.750
279,296,296,307.829,10.936,0.340,1981,1996,324,339,0,5,1988.780,332.193,0.943
280,3358,3358,2857.855,54.716,0.055,151,229,318,363,0,6,192.535,339.864,1.068
281,1837,1837,1343.935,26.987,0.157,1746,1782,332,360,0,8,1763.411,344.043,1.574
282,167712,167712,20561.704,92.889,0.366,1974,2048,337,459,0,39,2019.074,393.881,12.236
283,7080,7080,3321.463,43.918,0.155,1762,1812,333,389,0,13,1786.202,356.591,2.817
284,238921,238921,25555.991,100.255,0.387,1782,1891,315,452,0,33,1837.146,382.424,13.121
285,492,492,519.577,18.534,0.195,1900,1928,343,360,0,5,1909.400,350.955,0.949
286,6046,6046,3137.964,44.821,0.134,1928,1991,333,380,0,11,1966.876,355.013,2.594
287,1325,1325,926.315,21.199,0.250,169,196,346,371,0,6,180.487,356.876,1.601
288,266718,266718,27034.905,106.029,0.407,1667,1809,322,426,0,47,1743.636,370.747,19.737
289,621,621,687.311,20.698,0.134,317,352,353,370,0,4,333.143,358.784,0.707
290,3638,3638,3010.249,42.623,0.055,266,329,337,384,0,6,293.411,364.479,1.084
291,42301,42301,14533.745,85.993,0.066,693,801,348,442,0,13,750.744,398.956,3.084
292,622,622,601.154,18.999,0.201,1882,1904,357,384,0,6,1890.688,368.757,1.080
293,321915,321915,32452.153,115.201,0.343,1879,2018,347,479,0,41,1941.824,407.060,16.416
294,2358,2358,1409.727,25.134,0.224,769,799,353,386,0,8,785.455,366.750,1.835
295,677,677,774.037,20.030,0.112,363,385,362,387,0,3,371.948,376.238,0.530
296,774191,774191,99412.900,322.761,0.069,170,524,318,581,0,32,317.354,445.109,10.227
297,589,589,714.950,22.007,0.107,385,413,364,389,0,4,399.593,378.657,0.587
298,1638,1638,1226.530,26.637,0.164,1657,1691,358,396,0,7,1670.698,378.305,1.286
299,555,555,537.787,15.507,0.224,1961,1978,373,395,0,5,1971.119,382.787,0.960
301,7844,7844,4613.243,61.643,0.071,1340,1398,376,446,0,8,1366.188,403.891,1.735
302,469820,469820,82569.468,264.331,0.044,1084,1321,379,706,0,21,1196.582,564.441,6.245
303,172692,172692,31818.246,176.197,0.105,1746,1908,381,541,0,50,1831.434,468.923,13.913
304,24987,24987,10426.488,76.785,0.062,1391,1458,389,497,0,11,1426.171,435.693,2.463
305,130209,130209,30017.964,134.390,0.071,807,963,398,555,0,20,880.883,465.924,5.222
306,15868,15868,8334.615,78.136,0.049,1665,1758,363,463,0,9,1711.672,410.169,2.010
307,2706,2706,2278.204,36.815,0.070,1350,1388,408,457,0,5,1367.887,429.660,0.975
308,2486,2486,2087.846,38.346,0.077,1964,1986,388,453,0,7,1976.191,421.494,1.156
309,473,473,558.088,19.863,0.146,404,431,418,441,0,5,413.097,429.848,0.755
310,8295,8295,4164.243,53.291,0.108,1673,1731,415,468,0,9,1696.358,437.338,2.204
311,1199,1199,1318.071,28.687,0.071,1868,1902,431,470,0,5,1885.892,450.426,0.788
312,387,387,430.216,16.809,0.213,1699,1720,446,471,0,4,1707.829,456.181,0.718
313,1393,1393,1358.449,34.718,0.088,570,603,415,468,0,5,582.129,446.210,0.861
314,278,278,305.554,11.732,0.306,1958,1971,446,463,0,5,1964.158,454.450,0.993
315,1800,1800,1208.407,24.216,0.208,1996,2022,445,476,0,8,2008.751,460.542,2.007
316,725,725,544.969,16.031,0.367,2015,2030,450,470,0,7,2023.050,459.680,1.694
317,595,595,458.750,14.486,0.415,2027,2039,449,469,0,7,2032.933,457.383,1.760
318,1193,1193,1234.260,25.583,0.086,1687,1716,451,490,0,4,1699.851,467.108,0.827
319,1003,1003,779.906,23.568,0.240,2026,2045,446,476,0,8,2038.541,464.050,2.412
320,219512,219512,37558.948,139.665,0.103,566,744,444,611,0,23,656.753,529.848,6.783
321,246,246,306.354,12.143,0.238,1375,1394,460,471,0,2,1384.870,464.724,0.480
322,525,525,558.924,23.629,0.179,2041,2048,444,486,0,7,2045.819,465.615,1.880
323,176924,176924,34545.990,141.728,0.086,1569,1754,455,601,0,20,1649.034,535.791,5.874
324,38024,38024,12850.426,82.826,0.077,1277,1386,456,539,0,10,1329.915,496.064,2.914
325,311,311,348.652,12.820,0.258,564,578,461,480,0,4,570.023,470.412,0.778
326,683,683,761.203,23.057,0.120,1935,1963,458,486,0,5,1951.616,470.436,0.789
327,333,333,371.127,12.443,0.245,1364,1381,462,480,0,3,1371.820,470.634,0.637
328,112663,112663,29666.086,124.734,0.055,1428,1577,453,588,0,18,1508.426,520.871,4.325
329,457,457,577.075,23.600,0.123,492,514,453,492,0,4,505.352,471.274,0.562
330,3422,3422,2206.785,38.061,0.123,1882,1936,468,508,0,8,1911.989,480.914,1.897
331,356,356,390.083,14.948,0.241,389,412,474,488,0,4,399.042,479.022,0.775
332,555,555,547.573,18.663,0.212,2027,2040,472,502,0,4,2034.101,486.067,1.007
333,9565,9565,3730.841,45.740,0.199,1085,1142,470,520,0,14,1112.920,489.939,3.327
334,5195,5195,2987.144,42.448,0.115,1372,1420,460,509,0,7,1395.494,485.441,1.769
335,1659,1659,1227.930,25.207,0.168,1769,1794,469,503,0,8,1783.791,487.523,1.703
336,485,485,471.036,18.079,0.255,2037,2046,473,503,0,4,2041.295,488.076,1.041
337,1778,1778,1648.372,29.669,0.080,1999,2035,467,505,0,4,2019.235,482.685,0.761
338,544,544,608.007,18.904,0.149,563,578,477,509,0,4,569.267,491.785,0.691
339,235199,235199,27965.044,109.365,0.286,1813,1965,467,574,0,37,1892.133,519.513,13.529
340,816,816,884.369,22.888,0.109,409,439,476,509,0,4,424.544,489.966,0.765
341,101,101,147.299,9.255,0.361,2045,2048,484,500,0,4,2046.525,491.535,1.248
342,670,670,790.363,21.956,0.103,371,398,480,502,0,5,383.104,490.596,0.679
